,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2745206.412220754,0.0,-1.2910460716654783e-08,0.0,-1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,-1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.2910460716654783e-08,0.0,213589030.53593624,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1372603.206110377,0.0,915068.8040735847,0.0,4.5256457153989524e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,915068.8040735847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,8.404770614312341e-11,0.0,4.5256457153989524e-11,0.0,175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,2745206.412220754,0.0,-1.2910460716654783e-08,0.0,1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,1372603.206110377,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11
8,0.0,0.0,0.0,0.0,0.0,0.0,-1.2910460716654783e-08,0.0,213589030.53593624,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,8.404770614312341e-11,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372603.206110377,0.0,915068.8040735847,0.0,4.5256457153989524e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11
10,0.0,0.0,0.0,0.0,0.0,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,915068.8040735847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,457534.40203679237,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.404770614312341e-11,0.0,4.5256457153989524e-11,0.0,175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509
12,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490412.824441508,0.0,-2.5820921433309566e-08,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,-1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,-2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490412.824441508,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5820921433309566e-08,0.0,427178061.0718725,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830137.6081471695,0.0,9.051291430797905e-11,0.0,-1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830137.6081471695,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.051291430797905e-11,0.0,351949.5400283018,0.0,-8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,1372603.206110377,0.0,5490412.824441508,0.0,-2.5820921433309566e-08,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,-1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,5490412.824441508,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,8.404770614312341e-11,0.0,-2.5820921433309566e-08,0.0,427178061.0718725,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,1830137.6081471695,0.0,9.051291430797905e-11,0.0,-1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,1830137.6081471695,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,9.051291430797905e-11,0.0,351949.5400283018,0.0,-8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,1372603.206110377,0.0,5490412.824441508,0.0,-2.5820921433309566e-08,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,-1372603.206110377,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,5490412.824441508,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,8.404770614312341e-11,0.0,-2.5820921433309566e-08,0.0,427178061.0718725,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,-8.404770614312341e-11,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11,0.0,0.0,0.0,1830137.6081471695,0.0,9.051291430797905e-11,0.0,-1372603.206110377,0.0,457534.40203679237,0.0,3.879124898913388e-11
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,457534.40203679237,0.0,0.0,0.0,0.0,0.0,1830137.6081471695,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,457534.40203679237,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509,0.0,0.0,0.0,9.051291430797905e-11,0.0,351949.5400283018,0.0,-8.404770614312341e-11,0.0,3.879124898913388e-11,0.0,-175974.7700141509
30,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,-1372603.206110377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1.2910460716654783e-08,0.0,1372603.206110377,0.0,5490412.824441508,0.0,-2.5820921433309566e-08,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,1372603.206110377,0.0,8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2745206.412220754,0.0,-1372603.206110377,0.0,-8.404770614312341e-11,0.0,5490412.824441508,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,-8.404770614312341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2910460716654783e-08,0.0,-213589030.53593624,0.0,8.404770614312341e-11,0.0,-2.5820921433309566e-08,0.0,427178061.0718725,0.0,0.0,0.0
