,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2.946656829434549,0.0,1.8505712073603633e-17,0.0,-0.41555416825359026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,0.24555473578621242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,2.946656829434549,0.0,0.41555416825359026,0.0,2.5445354101205e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.8505712073603633e-17,0.0,2.644435616159211,0.0,-2.5445354101205e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.41555416825359026,0.0,0.0755553033188346,0.0,4.279564469238812e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.41555416825359026,0.0,-2.5445354101205e-17,0.0,0.0755553033188346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,-0.05666647748912594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,2.5445354101205e-17,0.0,4.279564469238812e-18,0.0,0.005664711644265048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,2.946656829434549,0.0,1.8505712073603633e-17,0.0,0.41555416825359026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,-0.24555473578621242,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.946656829434549,0.0,-0.41555416825359026,0.0,-2.5445354101205e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,0.24555473578621242,0.0,1.5035891059802955e-17
8,0.0,0.0,0.0,0.0,0.0,0.0,1.8505712073603633e-17,0.0,2.644435616159211,0.0,2.5445354101205e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,-1.5035891059802955e-17,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41555416825359026,0.0,0.0755553033188346,0.0,4.279564469238812e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18
10,0.0,0.0,0.0,0.0,0.0,0.0,0.41555416825359026,0.0,2.5445354101205e-17,0.0,0.0755553033188346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,-0.05666647748912594,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5445354101205e-17,0.0,4.279564469238812e-18,0.0,0.005664711644265048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524
12,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,-0.24555473578621242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893313658869098,0.0,3.7011424147207267e-17,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,0.24555473578621242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,1.0199965948042669,0.0,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893313658869098,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,-1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7011424147207267e-17,0.0,5.288871232318422,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,-0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1511106066376692,0.0,8.559128938477625e-18,0.0,0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,-0.05666647748912594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1511106066376692,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,-0.05666647748912594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,-1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.559128938477625e-18,0.0,0.011329423288530096,0.0,1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,-0.24555473578621242,0.0,5.893313658869098,0.0,3.7011424147207267e-17,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,0.24555473578621242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,5.893313658869098,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,-1.5035891059802955e-17,0.0,3.7011424147207267e-17,0.0,5.288871232318422,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,1.5035891059802955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18,0.0,0.0,0.0,0.1511106066376692,0.0,8.559128938477625e-18,0.0,0.24555473578621242,0.0,-0.05666647748912594,0.0,-3.643252788381729e-18,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,-0.05666647748912594,0.0,0.0,0.0,0.0,0.0,0.1511106066376692,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17,0.0,-0.05666647748912594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524,0.0,0.0,0.0,8.559128938477625e-18,0.0,0.011329423288530096,0.0,1.5035891059802955e-17,0.0,-3.643252788381729e-18,0.0,0.002832355822132524,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,-0.24555473578621242,0.0,5.893313658869098,0.0,3.7011424147207267e-17,0.0,0.0,0.0,1.0199965948042669,0.0,-1.8505712073603646e-17,0.0,0.24555473578621242,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,0.24555473578621242,0.0,1.5035891059802955e-17,0.0,5.893313658869098,0.0,0.0,0.0,0.0,0.0,1.0199965948042669,0.0,-0.24555473578621242,0.0,-1.5035891059802955e-17
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,-1.5035891059802955e-17,0.0,3.7011424147207267e-17,0.0,5.288871232318422,0.0,0.0,0.0,-1.8505712073603646e-17,0.0,1.3222178080796054,0.0,1.5035891059802955e-17,0.0
